,index,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,year,years_since_reform,reform,years_since_construction,mean_price_zipcode,option_buy
495,2594,3584900160,2014-09-22,565000.0,3,2.5,1880,12368,1.0,Não,Não,4,620,1967,0,98005,47.5901,-122.167,2014,0,Não,47,765475.0,buy
496,2601,2464400340,2014-06-25,381500.0,2,1.0,900,2910,1.0,Não,Não,5,0,1924,0,98115,47.6859,-122.322,2014,0,Não,90,567000.0,buy
497,2602,8113101232,2014-12-02,343000.0,2,1.0,1180,9261,1.0,Não,Não,4,240,1957,0,98118,47.5492,-122.274,2014,0,Não,57,367500.0,buy
498,2603,5706500140,2014-08-18,205500.0,2,1.0,900,6400,1.0,Não,Não,5,0,1938,0,98022,47.2113,-121.992,2014,0,Não,76,279500.0,buy
499,2604,1024069037,2014-09-15,525000.0,3,2.0,1600,16530,1.0,Não,Não,5,0,1967,0,98075,47.5821,-122.016,2014,0,Não,47,739999.0,buy
500,2605,9476700135,2015-03-19,300000.0,3,1.75,1500,8352,1.0,Não,Não,5,750,1943,0,98056,47.4883,-122.191,2015,0,Não,72,380000.0,buy
501,2611,2946000751,2014-07-24,230000.0,3,1.0,1300,14000,1.0,Não,Não,4,0,1958,0,98198,47.4213,-122.322,2014,0,Não,56,265000.0,buy
502,2619,1723059050,2014-06-11,290300.0,2,1.0,860,3874,1.0,Não,Não,4,0,1931,0,98055,47.4836,-122.204,2014,0,Não,83,294950.0,buy
503,2625,7715801040,2015-02-21,465000.0,3,2.0,1430,7125,1.0,Não,Não,4,0,1984,0,98074,47.6256,-122.059,2015,0,Não,31,642000.0,buy
504,2630,1158700135,2014-08-12,420000.0,3,2.5,2060,7020,1.0,Não,Não,4,600,1967,0,98177,47.7575,-122.364,2014,0,Não,47,554000.0,buy
505,2638,8732000390,2014-05-29,246500.0,3,1.5,1270,11600,1.0,Não,Não,4,0,1964,0,98031,47.4075,-122.196,2014,0,Não,50,288200.0,buy
506,2642,2268000370,2014-07-08,190000.0,3,1.0,910,10575,1.0,Não,Não,4,0,1968,0,98003,47.2741,-122.301,2014,0,Não,46,267475.0,buy
507,2655,9465200181,2015-04-28,475000.0,4,1.5,2320,5534,1.5,Não,Não,4,780,1915,0,98103,47.6944,-122.355,2015,0,Não,100,550000.0,buy
508,2669,3021059155,2014-12-12,161500.0,3,1.0,1220,6000,1.0,Não,Não,5,0,1961,0,98002,47.2811,-122.214,2014,0,Não,53,235000.0,buy
509,2676,3204300860,2014-07-23,820000.0,2,2.5,2210,4440,2.0,Não,Não,4,770,1931,0,98112,47.6305,-122.3,2014,0,Não,83,915000.0,buy
510,2678,8857320260,2014-11-05,462000.0,3,2.75,1890,2614,2.0,Não,Não,4,0,1979,0,98008,47.6102,-122.114,2014,0,Não,35,545000.0,buy
511,2684,1775800710,2015-01-26,315500.0,3,1.0,1300,12600,1.0,Não,Não,4,0,1969,0,98072,47.7422,-122.1,2015,0,Não,46,515000.0,buy
512,2688,1072030510,2014-08-29,415000.0,4,2.25,2240,12650,1.0,Não,Não,4,510,1981,0,98059,47.4777,-122.142,2014,0,Não,33,435000.0,buy
513,2689,3888100226,2014-06-30,461000.0,3,1.75,3600,8666,2.0,Não,Não,4,1200,1948,0,98033,47.6893,-122.167,2014,0,Não,66,678350.0,buy
514,2701,7231502505,2015-03-12,220000.0,2,1.0,780,6000,1.0,Não,Não,5,0,1923,0,98055,47.4759,-122.208,2015,0,Não,92,294950.0,buy
515,2702,7555220140,2014-09-16,675000.0,4,2.75,2240,8937,1.0,Não,Não,4,780,1976,0,98033,47.6495,-122.194,2014,0,Não,38,678350.0,buy
516,2706,7436900045,2014-09-25,383000.0,3,1.0,1150,10196,1.0,Não,Não,4,0,1957,0,98052,47.6788,-122.162,2014,0,Não,57,615000.0,buy
517,2708,3570000160,2014-07-10,610000.0,4,2.75,2600,36583,1.0,Não,Não,5,1020,1976,0,98075,47.593,-122.054,2014,0,Não,38,739999.0,buy
518,2710,5016002180,2014-07-08,780000.0,2,2.5,2560,2500,2.0,Não,Não,5,870,1901,0,98112,47.6233,-122.3,2014,0,Não,113,915000.0,buy
519,2714,1423400260,2015-04-02,273000.0,3,1.75,2050,9045,2.0,Não,Não,4,0,1959,0,98058,47.4572,-122.18,2015,0,Não,56,335000.0,buy
520,2716,3276180140,2015-04-24,365000.0,3,1.75,1380,9134,1.0,Não,Não,5,500,1981,0,98056,47.5087,-122.193,2015,0,Não,34,380000.0,buy
521,2720,1771110550,2014-12-04,320000.0,3,1.0,1330,9540,1.0,Não,Não,4,0,1971,0,98077,47.758,-122.075,2014,0,Não,43,652475.0,buy
522,2723,272000125,2014-08-29,438000.0,3,1.0,1200,4000,1.5,Não,Não,4,0,1923,0,98144,47.5881,-122.299,2014,0,Não,91,450000.0,buy
523,2730,9170500060,2014-08-18,649000.0,4,2.0,2240,11040,1.0,Não,Não,5,1120,1961,0,98033,47.693,-122.168,2014,0,Não,53,678350.0,buy
524,2737,9371700132,2014-08-06,374150.0,3,1.75,1390,9585,1.0,Não,Não,4,0,1973,0,98133,47.752,-122.35,2014,0,Não,41,375000.0,buy
525,2748,7697870310,2014-05-14,266000.0,3,2.5,1780,7214,1.0,Não,Não,4,380,1986,0,98030,47.3667,-122.182,2014,0,Não,28,282255.0,buy
526,2757,3520069033,2014-06-23,230000.0,3,1.0,1530,389126,1.5,Não,Não,4,0,1919,0,98022,47.1776,-122.011,2014,0,Não,95,279500.0,buy
527,2759,1788700295,2015-03-11,172000.0,3,1.0,1350,9680,1.0,Não,Não,4,530,1959,0,98023,47.3274,-122.346,2015,0,Não,56,268450.0,buy
528,2762,6384500581,2014-06-18,555000.0,3,1.75,2040,6000,1.0,Não,Não,5,920,1958,0,98116,47.5688,-122.397,2014,0,Não,56,562750.0,buy
529,2768,3756100160,2014-09-23,678000.0,3,2.75,2770,10000,1.0,Não,Sim,5,1130,1962,0,98033,47.7011,-122.206,2014,0,Não,52,678350.0,buy
530,2770,5315100394,2015-02-18,604000.0,3,1.0,1440,13824,1.0,Não,Não,4,0,1957,0,98040,47.5872,-122.241,2015,0,Não,58,993750.0,buy
531,2771,3450300270,2015-04-03,268000.0,5,1.75,1730,10368,1.0,Não,Não,5,720,1963,0,98059,47.5008,-122.162,2015,0,Não,52,435000.0,buy
532,2773,7199340310,2015-02-18,509250.0,3,2.5,2100,7600,1.0,Não,Não,4,650,1980,0,98052,47.6968,-122.127,2015,0,Não,35,615000.0,buy
533,2776,2190601049,2015-04-29,212000.0,3,1.5,1010,10000,1.0,Não,Não,4,0,1973,0,98003,47.2881,-122.294,2015,0,Não,42,267475.0,buy
534,2779,3830630140,2014-09-24,275000.0,3,2.5,1730,5799,2.0,Não,Não,4,0,1987,0,98030,47.3499,-122.177,2014,0,Não,27,282255.0,buy
535,2785,106000320,2014-10-31,401000.0,2,1.0,840,8100,1.0,Não,Não,4,0,1948,0,98177,47.7019,-122.366,2014,0,Não,66,554000.0,buy
536,2793,8732160240,2014-10-17,223000.0,3,1.75,1360,10573,1.0,Não,Não,4,0,1984,0,98023,47.2983,-122.374,2014,0,Não,30,268450.0,buy
537,2797,5021900160,2014-06-18,711000.0,4,1.75,1980,10800,1.0,Não,Não,5,990,1948,0,98040,47.5768,-122.222,2014,0,Não,66,993750.0,buy
538,2801,5561200310,2014-06-09,525000.0,3,3.0,2470,36445,2.0,Não,Não,4,0,1980,0,98027,47.4661,-121.997,2014,0,Não,34,570500.0,buy
539,2808,5415000240,2015-02-24,330000.0,4,1.75,1520,14417,1.0,Não,Não,4,0,1968,0,98065,47.526,-121.809,2015,0,Não,47,500000.0,buy
540,2810,4131500140,2015-02-12,175000.0,5,1.75,1680,8400,1.0,Não,Não,4,0,1979,0,98003,47.3035,-122.307,2015,0,Não,36,267475.0,buy
541,2812,1651500060,2014-09-29,845000.0,5,2.0,1720,9972,1.0,Não,Não,4,0,1951,0,98004,47.6368,-122.218,2014,0,Não,63,1150000.0,buy
542,2820,5540800100,2015-05-11,245000.0,3,1.0,910,6630,1.0,Não,Não,4,0,1912,0,98103,47.6947,-122.346,2015,0,Não,103,550000.0,buy
543,2821,3679401110,2014-05-30,332000.0,2,1.0,1000,4776,1.0,Não,Não,4,0,1942,0,98108,47.5619,-122.315,2014,0,Não,72,342500.0,buy
544,2826,8100000090,2014-11-11,256000.0,3,2.5,1480,7200,2.0,Não,Não,5,0,1995,0,98010,47.3126,-122.023,2014,0,Não,19,359999.5,buy
545,2831,8731951130,2014-06-09,250250.0,3,2.25,2210,8000,2.0,Não,Não,4,0,1969,0,98023,47.3085,-122.381,2014,0,Não,45,268450.0,buy
546,2832,7227801955,2014-09-19,162000.0,4,2.0,1440,7641,1.0,Não,Não,4,0,1943,0,98056,47.508,-122.183,2014,0,Não,71,380000.0,buy
547,2843,7199360090,2015-03-20,478000.0,3,1.0,1440,7107,1.0,Não,Não,4,440,1980,0,98052,47.6968,-122.124,2015,0,Não,35,615000.0,buy
548,2844,8651443480,2015-01-28,282000.0,3,1.0,1670,5200,1.0,Não,Não,5,640,1977,0,98042,47.3659,-122.092,2015,0,Não,38,292000.0,buy
549,2848,7236500025,2014-08-29,306000.0,3,1.75,1560,7500,1.0,Não,Não,4,0,1966,0,98056,47.489,-122.18,2014,0,Não,48,380000.0,buy
550,2865,7920100025,2015-04-27,450000.0,2,1.0,740,5100,1.0,Não,Não,4,0,1947,0,98115,47.6787,-122.301,2015,0,Não,68,567000.0,buy
551,2870,8121610110,2015-03-03,521000.0,3,1.75,1720,37363,1.0,Não,Não,4,370,1974,0,98053,47.6608,-122.035,2015,0,Não,41,635000.0,buy
552,2876,9542400025,2014-09-16,720000.0,4,1.75,2620,11041,1.5,Não,Não,4,0,1962,0,98005,47.5975,-122.174,2014,0,Não,52,765475.0,buy
553,2881,3530530110,2015-02-17,149900.0,2,1.75,1090,1950,1.0,Não,Não,4,0,1982,0,98198,47.3782,-122.319,2015,0,Não,33,265000.0,buy
554,2883,1574100025,2014-08-07,525000.0,4,1.5,1170,6240,1.0,Não,Não,4,0,1960,0,98040,47.5495,-122.232,2014,0,Não,54,993750.0,buy
555,2885,6706600090,2014-05-08,402000.0,3,2.5,1960,8000,1.0,Não,Não,4,670,1977,0,98034,47.7249,-122.178,2014,0,Não,37,445950.0,buy
556,2888,5029450850,2014-12-04,205000.0,3,1.75,1420,6980,1.0,Não,Não,5,600,1980,0,98023,47.2873,-122.367,2014,0,Não,34,268450.0,buy
557,2890,3750605349,2015-03-04,210500.0,3,1.0,1220,9600,1.0,Não,Não,5,0,1958,0,98001,47.2622,-122.282,2015,0,Não,57,260000.0,buy
558,2892,7574000100,2015-04-08,350000.0,3,1.75,1580,19998,1.0,Não,Não,4,0,1968,0,98010,47.3299,-122.046,2015,0,Não,47,359999.5,buy
559,2901,1023059223,2014-07-25,311000.0,3,1.0,1640,12060,1.0,Não,Não,4,0,1960,0,98059,47.4941,-122.151,2014,0,Não,54,435000.0,buy
560,2904,7598100735,2014-08-29,769000.0,4,2.75,3630,15405,1.0,Não,Não,4,1780,1968,0,98040,47.566,-122.225,2014,0,Não,46,993750.0,buy
561,2905,2202500110,2014-08-05,430000.0,3,1.5,1690,9708,1.5,Não,Não,5,0,1954,0,98006,47.5732,-122.136,2014,0,Não,60,760184.5,buy
562,2914,9324800110,2014-07-28,420000.0,3,1.75,1720,8102,1.0,Não,Não,5,860,1940,0,98125,47.7336,-122.29,2014,0,Não,74,425000.0,buy
563,2915,8965000110,2014-11-14,455000.0,3,1.75,1300,9600,1.0,Não,Não,4,0,1969,0,98052,47.6388,-122.103,2014,0,Não,45,615000.0,buy
564,2917,49500090,2014-12-05,372000.0,4,1.5,1780,7914,1.5,Não,Não,4,0,1962,0,98059,47.5142,-122.163,2014,0,Não,52,435000.0,buy
565,2926,9558200025,2014-07-30,265000.0,3,2.0,1380,8536,2.0,Não,Não,4,0,1955,0,98148,47.4374,-122.335,2014,0,Não,59,278000.0,buy
566,2932,8651410090,2015-05-08,209000.0,2,1.0,840,5265,1.0,Não,Não,5,0,1969,0,98042,47.3644,-122.082,2015,0,Não,46,292000.0,buy
567,2938,7227501645,2014-06-03,230000.0,3,2.0,1440,5600,1.0,Não,Não,4,720,1942,2007,98056,47.4947,-122.185,2014,7,Sim,72,380000.0,buy
568,2941,1950900245,2014-12-26,123300.0,3,1.0,1150,8050,1.5,Não,Não,4,0,1956,0,98032,47.374,-122.296,2014,0,Não,58,249000.0,buy
569,2945,2768100690,2015-04-23,513000.0,3,1.75,1710,5000,1.0,Não,Não,4,600,1944,0,98107,47.6689,-122.37,2015,0,Não,71,529950.0,buy
570,2955,6450302900,2014-10-06,329500.0,3,1.0,1080,5250,1.0,Não,Não,4,0,1947,0,98133,47.7309,-122.336,2014,0,Não,67,375000.0,buy
571,2962,5490700100,2014-12-08,310000.0,3,1.0,1210,7649,1.0,Não,Não,4,0,1956,0,98155,47.7693,-122.32,2014,0,Não,58,375000.0,buy
572,2965,6821102100,2015-03-17,510000.0,2,1.0,810,6480,1.0,Não,Não,5,0,1942,0,98199,47.6493,-122.398,2015,0,Não,73,689800.0,buy
573,2967,2188200785,2014-09-12,196000.0,3,1.0,880,19600,1.0,Não,Não,4,0,1978,0,98023,47.2707,-122.34,2014,0,Não,36,268450.0,buy
574,2981,3679400025,2014-08-12,385000.0,3,1.75,2160,5863,1.5,Não,Não,4,900,1928,0,98144,47.5729,-122.315,2014,0,Não,86,450000.0,buy
575,2986,3860400100,2014-11-21,950000.0,4,2.75,2500,20000,1.0,Não,Não,4,800,1969,0,98004,47.5901,-122.198,2014,0,Não,45,1150000.0,buy
576,2991,8835220090,2014-08-07,313500.0,3,2.25,1440,3488,2.0,Não,Não,4,0,1983,0,98034,47.7257,-122.162,2014,0,Não,31,445950.0,buy
577,2992,6381501636,2014-08-20,320000.0,3,1.0,1780,6840,2.0,Não,Não,4,0,1947,0,98125,47.727,-122.3,2014,0,Não,67,425000.0,buy
578,2996,1463400047,2014-08-22,335000.0,4,2.0,1910,10200,1.0,Não,Não,4,0,1963,0,98059,47.4804,-122.133,2014,0,Não,51,435000.0,buy
579,3001,8082400100,2014-08-25,535000.0,3,1.75,1380,3561,1.0,Não,Não,4,520,1925,0,98117,47.6822,-122.399,2014,0,Não,89,544000.0,buy
580,3007,5318100504,2014-07-28,524000.0,2,2.0,1450,2272,1.0,Não,Não,4,700,1924,0,98112,47.633,-122.282,2014,0,Não,90,915000.0,buy
581,3015,4035900015,2014-06-19,659500.0,4,3.0,2620,18362,1.0,Não,Não,4,750,1956,0,98006,47.5646,-122.184,2014,0,Não,58,760184.5,buy
582,3023,6431500283,2014-11-17,409500.0,3,1.0,1340,4120,1.0,Não,Não,4,300,1921,0,98103,47.6916,-122.352,2014,0,Não,93,550000.0,buy
583,3031,1771110090,2014-08-20,316000.0,3,0.75,1270,10092,1.0,Não,Não,5,0,1971,0,98077,47.7567,-122.073,2014,0,Não,43,652475.0,buy
584,3044,4443800110,2014-07-25,456500.0,3,1.0,1290,3880,1.5,Não,Não,4,0,1919,0,98117,47.6879,-122.392,2014,0,Não,95,544000.0,buy
585,3047,2205700405,2014-07-08,479000.0,3,1.0,1340,13750,1.0,Não,Não,4,0,1955,0,98006,47.5771,-122.151,2014,0,Não,59,760184.5,buy
586,3054,7130300690,2014-10-28,308000.0,2,1.0,1080,6250,1.0,Não,Não,4,0,1942,1968,98118,47.5128,-122.251,2014,46,Sim,72,367500.0,buy
587,3057,8092501240,2014-07-01,219950.0,3,1.5,1620,9310,1.0,Não,Não,4,0,1967,0,98042,47.3665,-122.107,2014,0,Não,47,292000.0,buy
588,3077,8651401270,2015-05-04,203000.0,3,1.0,840,6500,1.0,Não,Não,5,0,1969,0,98042,47.3637,-122.083,2015,0,Não,46,292000.0,buy
589,3078,3332500265,2014-08-07,311000.0,2,1.0,860,3300,1.0,Não,Não,5,0,1903,0,98118,47.5496,-122.279,2014,0,Não,111,367500.0,buy
590,3127,3828000405,2015-01-16,176500.0,3,1.0,930,9900,1.5,Não,Não,4,0,1910,0,98032,47.3745,-122.231,2015,0,Não,105,249000.0,buy
591,3132,8127700820,2014-12-11,640000.0,3,2.0,1470,4640,1.5,Não,Não,4,0,1926,0,98199,47.6398,-122.393,2014,0,Não,88,689800.0,buy
592,3134,7663700261,2014-10-08,395000.0,4,1.75,1960,7945,1.0,Não,Não,4,980,1946,0,98125,47.7326,-122.291,2014,0,Não,68,425000.0,buy
593,3138,7550801220,2015-02-27,450000.0,2,1.0,1020,5000,1.5,Não,Não,4,0,1906,0,98107,47.6725,-122.396,2015,0,Não,109,529950.0,buy
594,3139,7518501390,2014-06-17,473000.0,2,1.0,900,5100,1.0,Não,Não,4,0,1909,0,98117,47.6804,-122.378,2014,0,Não,105,544000.0,buy
595,3142,5029450110,2015-03-27,215000.0,3,1.5,1410,8415,1.0,Não,Não,4,630,1982,0,98023,47.2914,-122.368,2015,0,Não,33,268450.0,buy
596,3147,2770602265,2015-02-24,345000.0,3,2.0,1430,4200,1.0,Não,Não,4,600,1908,0,98199,47.6462,-122.384,2015,0,Não,107,689800.0,buy
597,3172,4024101545,2014-09-22,364000.0,4,2.25,1750,10270,1.5,Não,Não,4,0,1968,0,98155,47.7612,-122.31,2014,0,Não,46,375000.0,buy
598,3174,5561301280,2014-05-05,410000.0,3,2.25,1800,36704,1.0,Não,Não,4,440,1978,0,98027,47.4688,-122.013,2014,0,Não,36,570500.0,buy
599,3182,2768301214,2014-12-11,395000.0,2,1.0,870,3121,1.0,Não,Não,4,0,1923,0,98107,47.6659,-122.369,2014,0,Não,91,529950.0,buy
600,3184,3343903640,2015-03-13,249000.0,3,1.75,1400,5648,1.5,Não,Não,5,0,1917,0,98056,47.5133,-122.196,2015,0,Não,98,380000.0,buy
601,3185,8813400245,2015-02-27,635000.0,3,1.75,1210,4400,1.5,Não,Não,4,0,1930,0,98105,47.6621,-122.288,2015,0,Não,85,675000.0,buy
602,3192,5014000100,2014-09-24,537000.0,4,2.0,1720,6413,1.0,Não,Não,4,860,1950,0,98116,47.5734,-122.395,2014,0,Não,64,562750.0,buy
603,3199,8024201270,2014-07-22,365000.0,2,1.0,980,5110,1.0,Não,Não,4,200,1939,0,98115,47.7002,-122.314,2014,0,Não,75,567000.0,buy
604,3201,6788200931,2014-05-20,710000.0,2,1.0,1790,4000,1.0,Não,Não,4,750,1923,0,98112,47.6405,-122.301,2014,0,Não,91,915000.0,buy
605,3208,2594200375,2015-03-30,427500.0,3,1.75,1240,7200,1.0,Não,Não,5,0,1942,0,98136,47.5142,-122.389,2015,0,Não,73,489950.0,buy
606,3214,3041700090,2014-11-11,555565.0,3,2.0,1670,11337,1.0,Não,Sim,4,0,1959,0,98033,47.6602,-122.188,2014,0,Não,55,678350.0,buy
607,3220,5335700110,2014-07-25,234000.0,3,1.0,1750,8820,1.0,Não,Não,4,0,1961,0,98032,47.3608,-122.29,2014,0,Não,53,249000.0,buy
608,3223,2420069251,2015-02-25,262000.0,1,0.75,520,12981,1.0,Não,Não,5,0,1920,0,98022,47.2082,-121.995,2015,0,Não,95,279500.0,buy
609,3227,2354300740,2015-03-03,551000.0,3,1.0,1580,6000,1.0,Não,Não,5,0,1947,0,98027,47.5286,-122.032,2015,0,Não,68,570500.0,buy
610,3234,3123039089,2014-07-15,252000.0,2,1.0,940,15450,1.0,Não,Não,4,0,1926,0,98070,47.4408,-122.461,2014,0,Não,88,463750.0,buy
611,3238,1761300850,2014-12-17,271000.0,4,1.75,1710,7200,1.0,Não,Não,5,800,1975,0,98031,47.3967,-122.174,2014,0,Não,39,288200.0,buy
612,3241,2968801366,2015-02-24,350000.0,3,2.75,1650,5700,2.0,Não,Não,4,0,1988,0,98166,47.4563,-122.348,2015,0,Não,27,390000.0,buy
613,3243,7334501250,2014-09-09,325000.0,3,2.5,1870,9825,1.0,Não,Não,4,620,1994,0,98045,47.4639,-121.744,2014,0,Não,20,399500.0,buy
614,3250,1951100110,2015-02-05,240000.0,3,1.75,1630,9450,1.0,Não,Não,4,550,1977,0,98032,47.3729,-122.295,2015,0,Não,38,249000.0,buy
615,3260,9842300485,2015-03-11,380000.0,2,1.0,1040,7372,1.0,Não,Não,5,200,1939,0,98126,47.5285,-122.378,2015,0,Não,76,395750.0,buy
616,3261,7224000315,2014-07-23,256000.0,3,1.0,880,5375,1.0,Não,Não,4,0,1924,0,98055,47.4858,-122.202,2014,0,Não,90,294950.0,buy
617,3264,9191201790,2014-10-31,556000.0,3,1.75,1590,2500,1.5,Não,Não,4,400,1908,0,98105,47.6668,-122.299,2014,0,Não,106,675000.0,buy
618,3265,8731902680,2014-11-20,218000.0,3,2.25,1610,7084,1.0,Não,Não,4,330,1968,0,98023,47.3146,-122.384,2014,0,Não,46,268450.0,buy
619,3268,5603700025,2014-10-07,732000.0,4,1.75,2360,11300,1.0,Não,Não,4,0,1974,0,98006,47.5728,-122.163,2014,0,Não,40,760184.5,buy
620,3269,1266200015,2015-01-27,805500.0,3,1.0,1440,10330,1.0,Não,Não,4,0,1952,0,98004,47.6245,-122.193,2015,0,Não,63,1150000.0,buy
621,3288,1086100100,2014-08-11,476500.0,3,1.0,1060,8625,2.0,Não,Não,4,0,1962,1997,98033,47.6615,-122.179,2014,17,Sim,52,678350.0,buy
622,3291,9417400215,2014-07-31,363000.0,2,1.0,820,4880,1.0,Não,Não,4,0,1925,0,98136,47.5483,-122.394,2014,0,Não,89,489950.0,buy
623,3300,1337800855,2015-05-12,885000.0,3,1.5,2200,2880,2.0,Não,Não,5,760,1904,0,98112,47.6308,-122.312,2015,0,Não,111,915000.0,buy
624,3302,8805400090,2014-05-13,289000.0,3,1.0,1090,7315,1.0,Não,Não,5,0,1981,0,98056,47.494,-122.165,2014,0,Não,33,380000.0,buy
625,3304,844001140,2014-10-28,206000.0,3,1.0,1050,5233,1.0,Não,Não,5,0,1906,0,98010,47.3106,-121.999,2014,0,Não,108,359999.5,buy
626,3307,1796351080,2014-07-18,208000.0,3,2.0,1250,7995,1.0,Não,Não,4,0,1980,0,98042,47.3684,-122.092,2014,0,Não,34,292000.0,buy
627,3309,2877101340,2015-03-18,426000.0,2,1.0,640,2500,1.0,Não,Não,4,0,1918,0,98117,47.6776,-122.361,2015,0,Não,97,544000.0,buy
628,3315,726049184,2014-07-21,294000.0,2,1.0,820,6366,1.0,Não,Não,5,0,1952,0,98133,47.7512,-122.34,2014,0,Não,62,375000.0,buy
629,3316,2787720300,2015-03-19,410000.0,3,1.75,1880,8424,1.0,Não,Não,4,500,1977,0,98059,47.5116,-122.161,2015,0,Não,38,435000.0,buy
630,3318,3904901450,2014-11-20,445000.0,3,2.25,1850,4050,2.0,Não,Não,4,0,1985,0,98029,47.5669,-122.017,2014,0,Não,29,575000.0,buy
631,3322,8122600245,2014-09-25,359000.0,4,1.75,1580,6396,1.0,Não,Não,4,790,1945,0,98126,47.5378,-122.369,2014,0,Não,69,395750.0,buy
632,3324,2600300110,2014-12-02,555000.0,4,1.75,2350,6200,1.5,Não,Não,4,940,1946,0,98116,47.559,-122.397,2014,0,Não,68,562750.0,buy
633,3327,2473250850,2014-07-16,318500.0,4,2.0,1780,7350,1.0,Não,Não,5,880,1974,0,98058,47.4562,-122.158,2014,0,Não,40,335000.0,buy
634,3329,7523700245,2014-10-15,240000.0,3,1.0,1350,7560,1.0,Não,Não,4,400,1959,0,98032,47.3784,-122.303,2014,0,Não,55,249000.0,buy
635,3332,3410600015,2015-04-06,250000.0,2,0.75,700,16828,1.0,Não,Não,4,0,1958,0,98092,47.3009,-122.125,2015,0,Não,57,309780.0,buy
636,3355,8143000490,2015-01-12,374500.0,3,1.5,1330,8636,1.0,Não,Não,4,0,1968,0,98034,47.7289,-122.203,2015,0,Não,47,445950.0,buy
637,3372,3544400236,2014-07-07,494000.0,2,1.0,1290,4650,1.0,Não,Não,4,0,1906,0,98115,47.6877,-122.325,2014,0,Não,108,567000.0,buy
638,3393,3797000300,2014-08-08,405000.0,2,1.0,880,3000,1.0,Não,Não,5,0,1927,0,98103,47.6868,-122.349,2014,0,Não,87,550000.0,buy
639,3396,2721049059,2014-05-28,225000.0,3,2.0,2030,24829,1.0,Não,Não,4,810,1979,0,98001,47.2718,-122.291,2014,0,Não,35,260000.0,buy
640,3399,249000115,2014-08-28,650000.0,3,1.0,1300,8266,1.0,Não,Não,4,0,1953,0,98004,47.6337,-122.199,2014,0,Não,61,1150000.0,buy
641,3403,8075400100,2014-12-31,221700.0,2,1.5,1556,20000,1.0,Não,Não,4,0,1957,0,98032,47.3891,-122.282,2014,0,Não,57,249000.0,buy
642,3405,7905200037,2014-11-19,515000.0,3,1.75,1810,5733,1.0,Não,Não,4,800,1926,0,98116,47.5709,-122.388,2014,0,Não,88,562750.0,buy
643,3408,7504400850,2014-05-21,442000.0,4,2.25,2080,12007,1.0,Não,Não,4,860,1979,0,98074,47.6259,-122.051,2014,0,Não,35,642000.0,buy
644,3409,1761300110,2014-07-02,260000.0,4,2.0,1620,7992,2.0,Não,Não,4,0,1975,0,98031,47.395,-122.176,2014,0,Não,39,288200.0,buy
645,3410,9390700100,2014-09-10,390000.0,2,1.75,1150,2723,1.0,Não,Não,4,380,1923,0,98102,47.6357,-122.322,2014,0,Não,91,720000.0,buy
646,3412,3971700940,2014-09-30,330000.0,3,1.5,1430,8000,1.0,Não,Não,5,0,1948,0,98155,47.772,-122.322,2014,0,Não,66,375000.0,buy
647,3414,9183702251,2014-12-11,280000.0,3,1.0,1200,9322,1.5,Não,Não,4,0,1954,0,98030,47.3749,-122.225,2014,0,Não,60,282255.0,buy
648,3416,7227501745,2015-03-25,368000.0,4,2.0,3160,11193,1.0,Não,Não,5,750,1942,0,98056,47.4937,-122.184,2015,0,Não,73,380000.0,buy
649,3426,7518502490,2014-12-29,515000.0,3,2.0,1690,5100,1.5,Não,Não,5,0,1907,0,98117,47.6801,-122.38,2014,0,Não,107,544000.0,buy
650,3431,6855700115,2014-06-26,357250.0,3,1.5,1400,8840,1.0,Não,Não,4,0,1952,0,98125,47.7273,-122.309,2014,0,Não,62,425000.0,buy
651,3432,9325800110,2014-10-30,289950.0,2,1.0,760,6000,1.0,Não,Não,4,0,1950,0,98133,47.7168,-122.34,2014,0,Não,64,375000.0,buy
652,3435,6399600115,2014-10-15,279000.0,3,1.5,1280,16738,1.5,Não,Não,4,0,1932,0,98038,47.3895,-122.023,2014,0,Não,82,342000.0,buy
653,3448,9477001280,2014-05-06,425000.0,4,2.0,1520,7983,1.0,Não,Não,5,0,1967,0,98034,47.7357,-122.193,2014,0,Não,47,445950.0,buy
654,3460,3204300090,2014-11-10,640000.0,3,1.0,1210,3720,2.0,Não,Não,4,0,1930,0,98112,47.6317,-122.301,2014,0,Não,84,915000.0,buy
655,3461,3023039066,2015-03-23,329500.0,3,1.0,1810,13068,1.0,Não,Não,4,450,1941,0,98070,47.4482,-122.462,2015,0,Não,74,463750.0,buy
656,3468,7518504291,2014-12-15,535000.0,2,1.0,1520,3360,1.0,Não,Não,4,690,1927,0,98117,47.6815,-122.382,2014,0,Não,87,544000.0,buy
657,3470,2313900165,2014-07-30,479200.0,3,2.0,1510,3750,1.5,Não,Não,4,0,1928,0,98116,47.5737,-122.383,2014,0,Não,86,562750.0,buy
658,3475,9550202870,2015-02-09,417000.0,2,1.75,1090,4590,1.0,Não,Não,4,300,1915,0,98105,47.6677,-122.324,2015,0,Não,100,675000.0,buy
659,3478,1370803820,2014-06-02,629000.0,3,2.0,1760,5000,1.0,Não,Não,5,800,1920,0,98199,47.6408,-122.403,2014,0,Não,94,689800.0,buy
